Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Type
Steillage Riesling Trocken 2018,Germany,Mosel,Weinhaus Gebruder Steffen,4,40,9.95,2018,White
Pinot Grigio 2018,Italy,delle Venezie,Villa Cavarena,3.6,40,8.94,2018,White
Sauvignon Blanc 2018,Germany,Rheinhessen,Sander,3.9,40,9.9,2018,White
Corton-Charlemagne Grand Cru 2015,France,Corton-Charlemagne Grand Cru,Domaine Henri Boillot,4.3,40,189,2015,White
Stromberg Riesling GG 2017,Germany,Nahe,Schäfer-Fröhlich,4.2,40,45.84,2017,White
Sauvignon Blanc 2018,South Africa,Stellenbosch,Peter Falke,3.6,40,13.95,2018,White
Siglo de Oro Reserva Chardonnay 2018,Chile,Central Valley,Santa Helena,3.5,40,6.2,2018,White
Faß 12 Ayler Kupp Unterstenberg Riesling 2018,Germany,Mosel,Peter Lauer,4.1,40,21.94,2018,White
Mount Hermon White 2019,Israel,Galilee,Hermon,3.6,40,9.95,2019,White
Amos 2017,Italy,Trentino-Alto Adige,Kurtatsch (Cortaccia),3.8,40,21.9,2017,White
Les Châtillons Chablis 2015,France,Chablis,Domaine des Hâtes,4.1,40,19.43,2015,White
RK Riesling 2018,Germany,Mosel,Reichsgraf von Kesselstatt,3.7,40,8.92,2018,White
Chassagne-Montrachet Blanc 2016,France,Chassagne-Montrachet,Louis Jadot,4.4,40,71.39,2016,White
Bernkasteler Badstube Riesling Auslese ** 2015,Germany,Mosel,Markus Molitor,4.3,40,35.09,2015,White
Del Cerro Verdicchio di Matelica 2019,Italy,Verdicchio di Matelica,Belisario,3.6,40,8.33,2019,White
Sand & Kalk 2015,Austria,Steiermark,Herrenhof Lamprecht,4.1,40,24.91,2015,White
Klassiek Wit 2018,South Africa,Western Cape,Oude Kaap,2.8,40,3.75,2018,White
Wehlener Sonnenuhr Riesling Auslese 2016,Germany,Mosel,Markus Molitor,4.1,40,76.04,2016,White
Spiegel 2016,Austria,Wagram,Bernhard Ott,3.9,40,29.9,2016,White
Les Vignes de Saint Laurent l'Abbaye Pouilly-Fumé 2017,France,Pouilly-Fumé,Domaine Chatelain,3.9,40,13.6,2017,White
Toreye Riesling Alte Reben 2018,Germany,Pfalz,Eymann,3.8,40,14.9,2018,White
Meursault 1er Cru Les Genevrières 2015,France,Meursault Premier Cru,Domaine Henri Boillot,4.2,40,119,2015,White
Niederberg Helden Riesling GG 2016,Germany,Mosel,Schloss Lieser,3.8,40,29.9,2016,White
Hermannsberg GG 2014,Germany,Nahe,Gut Hermannsberg,4.1,40,35,2014,White
Alte Reben Riesling Trocken 2019,Germany,Mosel,Carl Loewen,3.9,40,11,2019,White
Halgans Riesling Trocken 2017,Germany,Nahe,Emrich-Schönleber,3.9,40,19.9,2017,White
Les Chailloux Silex Pouilly-Fumé 2018,France,Pouilly-Fumé,Domaine Chatelain,3.8,40,14.55,2018,White
Wachstum Bodenstein Riesling 2016,Austria,Wachau,Prager,4,40,37.83,2016,White
Espigueiro 2018,Portugal,Vinho Verde,Casa Agricola de Compostela,3.6,40,5.5,2018,White
Pass-O 2018,Italy,Puglia,Menhir,3.9,40,10.95,2018,White
Graacher Himmelreich Riesling Spätlese 2015,Germany,Mosel,Markus Molitor,4.1,40,23.95,2015,White
Saarburger Rausch Riesling Auslese 2018,Germany,Mosel,Forstmeister Geltz-Zilliken,4.1,40,54.95,2018,White
Genèse Riesling 2011,France,Alsace,Vignoble des 2 Lunes,4,40,14.57,2011,White
Roero Arneis 2019,Italy,Roero,Pescaja,4,40,10.92,2019,White
Terroir d'Altitude Chardonnay 2017,France,Pays d'Oc,Fortant,3.9,40,9.5,2017,White
Tertiär Sauvignon Blanc Trocken 2018,Germany,Pfalz,Wageck-Pfaffmann,3.5,40,9.5,2018,White
Morena Bianca Lugana 2019,Italy,Lugana,Biscardo,3.8,40,8.76,2019,White
Silvaner Escherndorfer 2016,Germany,Franken,Rainer Sauer,3.8,40,11.51,2016,White
Volz Riesling 2015,Germany,Wiltingen,Van Volxem,4,40,31.68,2015,White
Vigne di Catullo Riserva Lugana 2016,Italy,Lugana,Roveglia,4,40,12.58,2016,White
Tacheles 2018,Germany,Rheinhessen,Weinreich,3.8,40,13.4,2018,White
White Block Chardonnay 2018,Australia,Langhorne Creek,Bremerton,3.6,40,19.3,2018,White
Saint-Véran 2018,France,Saint-Véran,Trénel,3.8,40,14.95,2018,White
Chardonnay Leithakalk 2017,Austria,Burgenland,Kollwentz,3.7,40,31.63,2017,White
Sauvignon Blanc 2019,South Africa,Coastal Region,Steenberg,3.9,40,13.75,2019,White
El Viaje de Ramón Verdejo 2018,Spain,Rioja,Ramón Bilbao,3.2,41,6.75,2018,White
Petit Chablis 2018,France,Petit Chablis,Domaine Philippe Goulley,3.6,41,17.2,2018,White
Dajoar Riesling 2018,Germany,Mosel,Andreas Bender,4.1,41,7.32,2018,White
Russiz Superiore Col Disôre Bianco Collio 2016,Italy,Collio,Marco Felluga,4.3,41,35.99,2016,White
Oppenheim Riesling 2018,Germany,Rheinhessen,Kühling-Gillot,3.9,41,20.88,2018,White
Felseneck Riesling Kabinett 2018,Germany,Nahe,Schäfer-Fröhlich,3.8,41,16.58,2018,White
Halenberg Riesling GG 2018,Germany,Nahe,Emrich-Schönleber,4.2,41,42,2018,White
Passerina 2016,Italy,Terre di Chieti,Villamedoro,3.3,41,5.7,2016,White
Black Label Nik Weis Goldtröpfchen Kabinett 2018,Germany,Mosel,St. Urbans-Hof,4.3,41,15.99,2018,White
Chardonnay II 2017,Germany,Pfalz,Von Winning,3.6,41,14.5,2017,White
Sauvignon Blanc 2019,Germany,Rheinhessen,Krämer - Straight,4.1,41,8.99,2019,White
Nussberg Grüner Veltliner 2018,Austria,Wien,Wieninger,3.7,41,13.14,2018,White
Chardonnay 2018,France,Pays d'Oc,Cap Cette,3.3,41,7.5,2018,White
Branco 2017,Portugal,Dão,Quinta da Ponte Pedrinha,3.9,41,8.8,2017,White
La Soufrandiére Le Clos de Grand Pére Macon-Vinzelles 2017,France,Mâcon-Vinzelles,Bret Brothers & The Soufrandière,4.1,41,27.5,2017,White
Sauvignon Blanc 2018,Germany,Pfalz,Heinrich Spindler,3.8,41,10.5,2018,White
Scheurebe Trocken 2018,Germany,Rheinhessen,Wittmann,3.6,41,15.25,2018,White
Pouilly-Fumé Terres Blanches 2018,France,Pouilly-Fumé,Pascal Jolivet,3.8,41,26.18,2018,White
Niederberg Helden Riesling Spätlese Feinherb 2018,Germany,Mosel,Weingut Thanisch,4.1,41,12.85,2018,White
Chardonnay 2018,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.4,41,9.5,2018,White
Frühtau Riesling Trocken 2016,Germany,Nahe,Emrich-Schönleber,4,41,17.9,2016,White
Paulessen Riesling 2018,Germany,Mosel,Andreas Bender,3.8,41,7.32,2018,White
Reserva Chardonnay (Classic) 2019,Chile,Central Valley,Montes,3.6,41,6.89,2019,White
Domaine Sainte Barbe Les Tilles Mâcon-Villages 2018,France,Mâcon-Villages,Chaland Jean-Marie,3.6,41,14.5,2018,White
Montagny 1er Cru 'Les Saint Morilles' 2015,France,Montagny 1er Cru 'Saint-Morille',Berthenet,3.7,41,19.37,2015,White
Sancerre Blanc 2017,France,Sancerre,Langlois-Chateau,3.7,41,10,2017,White
Ευχές (Wishes) 2015,Greece,Macedonia,Pieria Eratini (Πιερία Ερατεινή),4,41,13.95,2015,White
Vieilles Vignes Châteauneuf-du-Pape Blanc 2015,France,Châteauneuf-du-Pape,Château de Beaucastel,4.4,41,154.99,2015,White
Estate Gewürztraminer 2013,France,Alsace Grand Cru,Hugel,4,41,20.47,2013,White
Chardonnay 2018,Austria,Burgenland,Paul Achs,3.6,41,9.65,2018,White
Muskateller Trocken 2018,Germany,Pfalz,Ökonomierat Rebholz,4.1,41,18.94,2018,White
Teppo Riesling 2016,Germany,Mosel,Fio,3.7,41,17.79,2016,White
Rioja Fermentado en Barrica Blanco 2017,Spain,Rioja,Baigorri,3.6,41,14.43,2017,White
Opale 2018,Italy,Vermentino di Sardegna,Mesa,3.9,41,22.5,2018,White
Felseneck Riesling GG 2018,Germany,Nahe,Schäfer-Fröhlich,4.3,41,46.79,2018,White
Mineral Riesling Trocken 2018,Germany,Nahe,Emrich-Schönleber,3.9,41,14.9,2018,White
Heugumber 2017,Germany,Baden,Ziereisen,3.5,41,6.4,2017,White
Frühtau Riesling Trocken 2017,Germany,Nahe,Emrich-Schönleber,4,41,23.06,2017,White
Lo Cortinelo.Lo Blanc 2016,Spain,Plà i Llevant,Es Fangar,4.3,41,28.1,2016,White
Riesling Trocken 2018,Germany,Nahe,Korrell,3.6,41,9.9,2018,White
Kupfergrube GG 2016,Germany,Nahe,Gut Hermannsberg,4.4,42,46.88,2016,White
Loibenberg Riesling 2017,Austria,Wachau,Pichler-Krutzler,3.9,42,32.87,2017,White
Hyde Vineyard Chardonnay 2016,United States of America,Los Carneros,Patz & Hall,4.3,42,84,2016,White
Chardonnay Fermentado en Barrica 2018,Spain,Somontano,Enate,4.3,42,19.99,2018,White
Pinot Grigio 2018,Italy,Friuli-Venezia Giulia,Sturm,4,42,14.43,2018,White
Semis Bianco 2015,Italy,Abruzzo,Collefrisio,4.3,42,29.95,2015,White
Win Win Riesling 2019,Germany,Pfalz,Von Winning,3.8,42,9.7,2019,White
St. Andrews Chardonnay 2017,Australia,Clare Valley,Taylors / Wakefield,4.1,42,20,2017,White
Chardonnay Leithakalk 2018,Austria,Burgenland,Kollwentz,3.7,42,20.28,2018,White
Oberbergener Bassgeige Weissburgunder 2018,Germany,Baden,Franz Keller,3.8,42,12.5,2018,White
Materia Prima 2018,Austria,Wagram,Fritsch,4.3,42,20.84,2018,White
Grauburgunder Herrenstück 2015,Germany,Baden,Weingut Holger Koch,3.9,42,14.95,2015,White
Albariño 2019,Spain,Rías Baixas,Paco & Lola,3.7,42,9.6,2019,White
Classic Chardonnay 2018,Austria,Wien,Wieninger,3.5,42,9.91,2018,White
Kallstadter Saumagen Riesling Kabinett Trocken 2018,Germany,Pfalz,Koehler-Ruprecht,3.8,42,12.57,2018,White
Ölberg Riesling 2016,Germany,Rheinhessen,Kühling-Gillot,4.2,42,36.95,2016,White
Vermentino Isola dei Nuraghi 2018,Italy,Isola dei Nuraghi,Capichera,4.2,42,35.97,2018,White
Ercavio Blanco 2018,Spain,Castilla,Más Que Vinos,3.5,42,6.1,2018,White
Maximin Grünhäuser Abtsberg Superior 2017,Germany,Mosel,Maximin Grünhaus,4.2,42,25,2017,White
Aragosta Vermentino di Sardegna 2019,Italy,Vermentino di Sardegna,Santa Maria La Palma,3.7,42,6.9,2019,White
Perdeblokke Sauvignon Blanc 2017,South Africa,Constantia,Klein Constantia,3.9,42,24.91,2017,White
Pinot Blanc Tradition 2018,France,Alsace,Emile Beyer,4,42,11.49,2018,White
Wehlener Sonnenuhr Riesling Kabinett 2018,Germany,Wehlen,Joh. Jos. Prüm,3.9,42,25.47,2018,White
Summer In A Bottle White 2019,United States of America,Long Island,Wölffer Estate,4,42,24.9,2019,White
Frühlingsplätzchen Riesling GG 2013,Germany,Nahe,Emrich-Schönleber,4.1,42,37.95,2013,White
Leflaive & Associes Auxey-Duresses 2016,France,Auxey-Duresses,Domaine Leflaive,3.9,42,49.9,2016,White
Gemischter Satz 2017,Austria,Wiener Gemischter Satz,Bernhard Ott,3.6,42,11.02,2017,White
Lou Coucardié Blanc 2015,France,Costières-de-Nîmes,Michel Gassier,4,42,23.05,2015,White
Monferrato Estrosa Bianco 2018,Italy,Monferrato,Pico Maccario,3.5,42,10.4,2018,White
Pettenthal Riesling GG 2017,Germany,Rheinhessen,Kühling-Gillot,4.1,42,50,2017,White
La Femme Soleil 2018,France,Languedoc-Roussillon,Domaine Hors Champ,3.4,42,21.45,2018,White
Meursault Premier Cru 'Les Charmes' 2017,France,Meursault 1er Cru 'Charmes',Domaine du Pavillon,4.2,42,70,2017,White
Zakynthino 2016,Greece,Slopes of Enos,Sclavus (Sclavos),3.8,42,17.9,2016,White
Tselepos Classic Moschofilero Mantinia 2019,Greece,Mantinia,Κτημα Τσελεπου (Ktima Tselepos),3.8,42,9.95,2019,White
Sauvignon Blanc Tradition 2017,Germany,Pfalz,Philipp Kuhn,3.8,42,13.37,2017,White
Bianco di Merlot 2017,Switzerland,Ticino,Castello di Morcote,4,42,43.87,2017,White
T.N. 76 Weissburgunder 2013,Italy,Trentino-Alto Adige,Thomas Niedermayr,3.8,42,33,2013,White
Reserva Sauvignon Blanc 2019,Chile,Maule Valley,Viña Palo Alto,3.1,42,6.84,2019,White
Frauenberg Riesling GG 2016,Germany,Rheinhessen,Battenfeld Spanier,3.9,42,41.58,2016,White
Cirò Bianco 2017,Italy,Cirò,Fattoria San Francesco,3.7,43,5.95,2017,White
Picpoul de Pinet 2019,France,Picpoul de Pinet,Domaine de Belle Mare,3.9,43,6.73,2019,White
Steinterrassen - Riesling Federspiel 2018,Austria,Wachau,Franz Hirtzberger,3.7,43,19.9,2018,White
Corton-Charlemagne Grand Cru Blanc 2016,France,Corton-Charlemagne Grand Cru,Bouchard Père & Fils,4.5,43,178.96,2016,White
Steinmühle 2017,Austria,Burgenland,Kollwentz,3.8,43,25.47,2017,White
Chablis 2018,France,Chablis,Domaine Philippe Goulley,3.8,43,19.95,2018,White
Chardonnay 2017,United States of America,Long Island,Wölffer Estate,3.6,43,17.9,2017,White
Berg Rottland Riesling 2017,Germany,Rheingau,Georg Breuer,4.2,43,38.9,2017,White
Chardonnay 2018,United States of America,Long Island,Wölffer Estate,3.8,43,19.9,2018,White
Muscadet-Sèvre et Maine Sur Lie 2019,France,Muscadet-Sevre et Maine,Pépière,3.6,43,9.36,2019,White
Riesling Alsace Grand Cru 'Sommerberg' 2016,France,Alsace Grand Cru 'Sommerberg',Albert Boxler,4,43,53.22,2016,White
Riesling Alsace 2015,France,Alsace,Kuehn,3.6,43,8.48,2015,White
Just Fucking Good Wine Organic Blanc 2019,Spain,Valencia,Neleman,3.7,43,9.59,2019,White
Brauneberger Juffer Riesling Kabinett 2018,Germany,Brauneberg,Schloss Lieser,3.9,43,15.9,2018,White
Saarburger Rausch Riesling Auslese 2016,Germany,Mosel,Forstmeister Geltz-Zilliken,3.8,43,54.95,2016,White
Whitehall Chardonnay 2016,South Africa,Elgin,Neil Ellis,4,43,23.79,2016,White
Blanco Fermentado en Barrica 2016,Spain,Rioja,Hacienda el Ternero,3.8,43,10.9,2016,White
Sauvignon Blanc 2019,United States of America,California,Gallo Family Vineyards,3.5,43,6.05,2019,White
Saar Alte Reben Riesling 2015,Germany,Mosel,Markus Molitor,3.9,43,18.95,2015,White
Als Wär's ein Stück Von Mir 2016,Germany,Rheinhessen,Weingut Gunderloch,3.6,43,11.4,2016,White
Wehlener Sonnenuhr Riesling Kabinett 2017,Germany,Wehlen,Schloss Lieser,3.9,43,14.95,2017,White
Fehérburgundi 2015,Hungary,Sopron,Weninger,3.7,43,15.6,2015,White
Puligny-Montrachet 2017,France,Puligny-Montrachet,Domaine Henri Boillot,4.3,43,59.9,2017,White
Graacher Domprobst Riesling Auslese*** 2003,Germany,Mosel,Markus Molitor,4.1,43,50,2003,White
Chardonnay 2019,Australia,South Eastern Australia,Barramundi,3,43,6.5,2019,White
Chardonnay Bambule! 2015,Austria,Burgenland,Judith Beck,3.9,43,26.9,2015,White
Pinot Gris Tradition 2017,France,Alsace,Emile Beyer,3.8,43,13.2,2017,White
Burgberg Riesling GG 2015,Germany,Nahe,Diel,4.1,43,42,2015,White
Bianco 2019,Spain,Valencia,Vergel,3.4,43,6.2,2019,White
Klostersatz Grüner Veltliner 2017,Austria,Wachau,Pichler-Krutzler,3.9,43,15.5,2017,White
Circumstance Chenin Blanc 2018,South Africa,Stellenbosch,Waterkloof,3.9,43,19.5,2018,White
Albariño 2018,Spain,Rías Baixas,Los Amantes,3.7,43,7,2018,White
Hermitage Le Chevalier de Sterimberg 2016,France,Hermitage,Paul Jaboulet Aîné,4.2,43,78.75,2016,White
Setzberg - Riesling Smaragd 2017,Austria,Wachau,Franz Hirtzberger,4.2,43,32,2017,White
Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Domaine Henri Boillot,4.5,43,189,2016,White
Sancerre Blanc 2018,France,Sancerre,Michel Thomas & Fils,3.7,43,18.08,2018,White
Estoras Sauvignon Blanc 2017,Austria,Burgenland,Esterházy,3.6,43,12.25,2017,White
Sauvignon Blanc 2019,South Africa,Walker Bay,Southern Right,3.7,43,11.9,2019,White
Wachenheimer Goldbächel P.C 2016,Germany,Pfalz,Dr. Bürklin-Wolf,4,43,29,2016,White
Pechstein GG 2017,Germany,Pfalz,Reichsrat von Buhl,4.1,43,45,2017,White
Gelblack Riesling Trocken 2019,Germany,Rheingau,Schloss Johannisberg,4,43,15,2019,White
Südtiroler Sauvignon Porphyr & Kalk 2018,Italy,Südtirol - Alto Adige,Ignaz Niedrist,4,43,20.9,2018,White
Steinhaus Riesling Trocken 2016,Germany,Rheingau,Trenz,3.8,43,9.21,2016,White
Brauneberger Riesling Trocken 2018,Germany,Brauneberg,Fritz Haag,3.8,43,14.5,2018,White
Meursault-Charmes Premier Cru 2016,France,Meursault 1er Cru 'Charmes',Domaine Jean Monnier & Fils,3.8,43,86.62,2016,White
Pouilly-Fumé 2016,France,Pouilly-Fumé,Langlois-Chateau,3.7,44,21.66,2016,White
Chenin Blanc 2018,Germany,Pfalz,Oliver Zeter,4,44,22,2018,White
Coronata Integration 2016,South Africa,Durbanville,Nitída,4.3,44,17.5,2016,White
Niederberg Helden Riesling GG 2018,Germany,Mosel,Schloss Lieser,3.9,44,29.9,2018,White
Mâcon-Villages 2016,France,Mâcon-Villages,Daniel Pollier,3.6,44,9.54,2016,White
Lesca Chardonnay 2018,South Africa,Robertson,De Wetshof,3.9,44,13.58,2018,White
Weisser Burgunder I 2013,Germany,Pfalz,Von Winning,4,44,29.95,2013,White
Gavi 2018,Italy,Gavi,Giacosa Fratelli,3.7,44,9.95,2018,White
Sauvignon Blanc (Markgräflerland) 2018,Germany,Baden,Martin Waßmer,3.5,44,10.9,2018,White
Auxerrois Grand Premier Cru 2017,Luxembourg,Côtes de Grevenmacher,Bernard-Massard,3.8,44,12.7,2017,White
Le Creete 2019,Italy,Lugana,Ottella,4,44,11.9,2019,White
Weissburgunder Steirische Klassik 2017,Austria,Südsteiermark,Tement,3.8,44,14.4,2017,White
Diego 2019,Spain,Valencia,De Moya,3.8,44,13.33,2019,White
Wunderwerk Riesling 2016,Germany,Rheinhessen,Dreissigacker,3.9,44,20.96,2016,White
Stettener Riesling Schilfsandstein 2016,Germany,Württemberg,Beurer,3.7,44,16.35,2016,White
Chablis 2018,France,Chablis,Joseph Drouhin,3.6,44,19.3,2018,White
Ried Steinriegl Gelber Muskateller 2018,Austria,Südsteiermark,Wohlmuth,3.8,44,15.65,2018,White
Vom Schiefer 2018,Germany,Nahe,Gut Hermannsberg,3.9,44,15.65,2018,White
Florence Sauvignon Blanc - Chardonnay 2018,South Africa,Stellenbosch,Aaldering,3.9,44,11.5,2018,White
Collectors Reserve The Cableway Chardonnay 2018,South Africa,Western Cape,Durbanville Hills,3.8,44,16.99,2018,White
Château-Thébaud 2014,France,Muscadet-Sevre et Maine,Pépière,4,44,17.06,2014,White
Riesling Alsace Grand Cru 'Kitterlé' 2017,France,Alsace Grand Cru 'Kitterle',Domaines Schlumberger,3.9,44,25.24,2017,White
Côte de Rouffach Gewürztraminer 2016,France,Alsace,René Muré,3.9,44,15.5,2016,White
Graf Morillon 2013,Austria,Südsteiermark,Sepp & Maria Muster,4,44,29.5,2013,White
Kiechlinsberger Vulkanfelsen Grauerburgunder Trocken 2018,Germany,Baden,Königschaffhausen-Kiechlinsbergen,4,44,10.24,2018,White
Platin Riesling 2019,Austria,Kamptal,Jurtschitsch,3.6,44,10.09,2019,White
Classic Graves Blanc 2016,France,Graves,Château Brondelle,3.6,44,11.95,2016,White
Eden Valley Dry Riesling 2015,Australia,Eden Valley,Langmeil,3.6,44,15.5,2015,White
1000-Eimerberg Riesling Federspiel 2018,Austria,Wachau,Gritsch Mauritiushof,3.8,44,12.87,2018,White
Vis Uvae 2013,Italy,Friuli-Venezia Giulia,Il Carpino,3.7,44,26.77,2013,White
Gelber Muskateller 2017,Austria,Burgenland,Leo Hillinger,3.6,44,8.89,2017,White
Vermentino 2019,Italy,Salento,Timo,3.9,44,6.95,2019,White
Altenberg Alte Reben 2015,Germany,Mosel,Van Volxem,4.1,44,39.95,2015,White
Great Expectations Sauvignon Blanc 2019,South Africa,Robertson,Goedverwacht,3.6,44,6.77,2019,White
Les Menétrieres Pouilly-Fuissé (Cuvée Hors-Classe) 2016,France,Pouilly-Fuissé,J.A. Ferret,4.4,44,63.06,2016,White
Ermitage de l'Orée 2004,France,Hermitage,M. Chapoutier,4.8,44,189.95,2004,White
Eins Zu Eins Gewürztraminer 2018,Germany,Pfalz,Weingut A. Diehl,4,44,6.8,2018,White
Signature Blanc 2019,France,Côtes de Gascogne,Domaine Saint-Lannes,3.7,44,5.95,2019,White
Appius 2015,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.5,44,101.75,2015,White
Blanco 2017,Spain,Rioja Alta,Tarón,3.4,44,5.2,2017,White
Steinbuckel Riesling GG 2015,Germany,Pfalz,Knipser,4,44,31.19,2015,White
Chardonnay 2017,South Africa,Western Cape,Laborie,3.1,44,8.49,2017,White
Dürnsteiner Kellerberg Riesling Smaragd 2017,Austria,Wachau,F.X. Pichler,4.4,44,59.73,2017,White
Châteauneuf-du-Pape La Bernardine Blanc 2016,France,Châteauneuf-du-Pape,M. Chapoutier,3.6,44,33.46,2016,White
Les Vieilles Vignes Meursault 2016,France,Meursault,Vincent Girardin,4,44,70.3,2016,White
Viognier 2019,South Africa,Breede River Valley,Excelsior,3.6,44,6.95,2019,White
Magréd Chardonnay 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.6,45,14.13,2018,White
Grauburgunder Herrenstück 2017,Germany,Baden,Weingut Holger Koch,4,45,12.57,2017,White
Venezia Giulia Picol 2017,Italy,Venezia Giulia,Lis Neris,4,45,25.9,2017,White
Gloria 2017,Austria,Burgenland,Kollwentz,4.5,45,79.68,2017,White
Sciare di Est Grillo 2017,Italy,Terre Siciliane,Antichi Vinai,3.7,45,7.42,2017,White
Gaia White Blend 2016,Argentina,Tupungato,Domaine Bousquet,3.7,45,11.01,2016,White
Sauvignon Blanc - Riesling 2018,Germany,Rheinhessen,Nico Espenschied,3.9,45,9.85,2018,White
Grecanico - Inzolia 2016,Italy,Terre Siciliane,Corte dei Mori,3.7,45,6.5,2016,White
Riesling Abtsberg GG 2018,Germany,Mosel,Maximin Grünhaus,4,45,26.66,2018,White
Pinot Grigio 2019,Italy,Südtirol - Alto Adige,Tramin,3.5,45,8.9,2019,White
Chardonnay vom Kalkmergel 2018,Germany,Pfalz,Philipp Kuhn,3.6,45,14.89,2018,White
Barón de Chirel Verdejo Viñas Centenarias 2016,Spain,Castilla y León,Marqués de Riscal,4.3,45,41.61,2016,White
Chardonnay 2017,United States of America,Central Coast,Ryder Estate,3.7,45,15.9,2017,White
Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Joseph Drouhin,4.3,45,195,2016,White
Just Riesling! 2012,Germany,Nahe,Gut Hermannsberg,3.5,45,9.21,2012,White
Gewürztraminer Trentino 2018,Italy,Trentino,Endrizzi,3.8,45,12.2,2018,White
Copper Series Wilde Chardonnay 2017,Australia,Hunter Valley,Tempus Two,3.8,45,16.83,2017,White
Macabeo 2018,Spain,Castilla,Las Corazas,3.4,45,6,2018,White
Sauvignon Blanc Bordeaux 2010,France,Bordeaux,Dourthe N°1,3,45,8.95,2010,White
Sauvignon Blanc - Sémillon 2017,Turkey,Thrace,Suvla,3.2,45,12,2017,White
Königsschild Riesling 2016,Germany,Nahe,Martin Tesch,3.5,45,13.9,2016,White
Reserva Sauvignon Blanc 2019,Chile,Central Valley,Caliterra,3.7,45,8.32,2019,White
Grüner Veltliner Weinviertel 2019,Austria,Weinviertel,Ingrid Groiss,4.2,45,10.95,2019,White
Vermentino Toscana 2019,Italy,Toscana,Aia Vecchia,3.5,45,9.95,2019,White
Sauvignon Blanc 2019,New Zealand,Marlborough,Mount Nelson,4.1,45,14.99,2019,White
Nachschlag 2019,Germany,Franken,Stahl,3.8,45,6.95,2019,White
Domaine de Fontenille Pouilly-Fumé 2018,France,Pouilly-Fumé,Patrick Maudry,3.9,45,18.97,2018,White
Pinot Grigio delle Venezie 2019,Italy,delle Venezie,Corte Giara,3.6,45,6.43,2019,White
Oroya Created For Sushi 2018,Spain,Castilla y León,Oroya,3.4,45,6.9,2018,White
Hole In The Water Sauvignon Blanc 2019,New Zealand,Marlborough,Konrad,4.1,45,10.9,2019,White
Deidesheimer Kieselberg Riesling Trocken 2018,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.7,45,16.47,2018,White
Les Deux Tours Sauvignon Blanc 2018,France,Loire Valley,de Ladoucette,4,46,15.3,2018,White
Grauer Burgunder Trocken 2019,Germany,Baden,Alexander Laible,4.2,46,11.94,2019,White
Castello della Sala San Giovanni della Sala Classico Superiore 2019,Italy,Orvieto,Antinori,3.9,46,14.85,2019,White
Penon Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.7,46,12.8,2018,White
Classic Riesling 2018,France,Alsace,Hugel,3.7,46,14.75,2018,White
Efeso Bianco 2017,Italy,Val di Neto,Librandi,3.9,46,11.4,2017,White
Laudàri Chardonnay 2018,Italy,Terre Siciliane,Baglio del Cristo di Campobello,4.1,46,17.23,2018,White
Nonnenberg Monopol Riesling 2016,Germany,Rheingau,Georg Breuer,4.2,46,52,2016,White
Roero Arneis 2019,Italy,Roero,Bruno Giacosa,3.8,46,19.4,2019,White
Pedra de Guix 2016,Spain,Priorat,Terroir Al Límit Soc. Lda,4.3,46,60,2016,White
La Falaise Languedoc Blanc 2016,France,Languedoc,Château la Négly,4.1,46,19.01,2016,White
Bordeaux Blanc 2016,France,Bordeaux,Château de Ricaud,3.4,46,7.44,2016,White
Grauer Burgunder vom Löss 2018,Germany,Pfalz,Philipp Kuhn,4,46,14.89,2018,White
The Y Series Unwooded Chardonnay 2019,Australia,South Australia,Yalumba,3.2,46,11.9,2019,White
Marienburg GG Fahrlay 2016,Germany,Mosel,Clemens Busch,4.3,46,33.5,2016,White
Kleine Rust Chenin Blanc - Sauvignon Blanc 2019,South Africa,Stellenbosch,Stellenrust,3.6,46,5.76,2019,White
Friulano 2017,Italy,Colli Orientali del Friuli,Torre Rosazza,4,46,13.93,2017,White
Kalk & Stein 2018,Germany,Pfalz,Weingut Seckinger,3.7,46,8.8,2018,White
Reiterpfad G.C 2014,Germany,Pfalz,Dr. Bürklin-Wolf,4.1,46,54.17,2014,White
Riesling Alsace 2016,France,Alsace,Kuehn,3.7,46,8.48,2016,White
Sauvignon Blanc Reserve 2017,South Africa,Walker Bay,Bouchard Finlayson,3.6,46,16.95,2017,White
Chardonnay 2018,South Africa,Stellenbosch,Edgebaston,4,46,12.95,2018,White
Unplugged Riesling 2018,Germany,Nahe,Martin Tesch,3.7,46,9.9,2018,White
Timpa del Principe 2017,Italy,Calabria,Ferrocinto,3.8,46,7.1,2017,White
Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Domaine des Héritiers Louis Jadot,4.4,47,189.39,2016,White
Bertesca Vernaccia di San Gimignano 2017,Italy,Vernaccia di San Gimignano,Castelli del Grevepesa,3.1,47,7.42,2017,White
Kirchleiten Sauvignon 2013,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.8,47,15.59,2013,White
